level1	MM-ED-DNA-A-12-2023.reads.qc	MM-ED-DNA-A-4-2023.reads.qc	MM-ED-DNA-A-9-2022.reads.qc	MM-ED-DNA-O-12-2023.reads.qc	MM-ED-DNA-O-4-2023.reads.qc	MM-ED-DNA-O-9-2022.reads.qc	MM-HC-DNA-A-12-2023.reads.qc	MM-HC-DNA-A-4-2023.reads.qc	MM-HC-DNA-A-9-2022.reads.qc	MM-HC-DNA-O-12-2023.reads.qc	MM-HC-DNA-O-4-2023.reads.qc	MM-HC-DNA-O-9-2022.reads.qc	ZH-ED-DNA-A-12-2023.reads.qc	ZH-ED-DNA-A-4-2023.reads.qc	ZH-ED-DNA-A-9-2022.reads.qc	ZH-ED-DNA-O-12-2023.reads.qc	ZH-ED-DNA-O-4-2023.reads.qc	ZH-ED-DNA-O-9-2022.reads.qc	ZH-HC-DNA-A-12-2023.reads.qc	ZH-HC-DNA-A-4-2023.reads.qc	ZH-HC-DNA-A-9-2022.reads.qc	ZH-HC-DNA-O-12-2023.reads.qc	ZH-HC-DNA-O-4-2023.reads.qc	ZH-HC-DNA-O-9-2022.reads.qc
BAC0538|chrR|tr|Q7BD45|Q7BD45_PSEPU	0	6.49831020170429e-05	0	0	3.19812491001331e-05	0	0.000123072297270279	2.2475644254749e-05	0.000183225715470214	0.000100678395509746	6.76289675547477e-05	0.000183192211169135	0.000417399490336337	0.00045554107748659	0.000451235680534088	0.000612609282747712	0.00041841405987209	0.000597904393881124	0.000269368073465275	0.000688062696895458	0.000138931809000901	0.000181646474284992	0.000302668982198698	7.85458672205267e-05
BAC0540|nfsA|sp|P17117|NFSA_ECOLI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10092003855021e-05	0	0	3.88116743228945e-05
BAC0541|yieF|sp|P0AGE6|YIEF_ECOLI	0	0	0	0	0	2.07183546085721e-05	0	0	0	0	0	0	9.0960147626955e-05	5.61221090082562e-05	2.08031361115535e-05	0	0	0	0	0	2.7379011140681e-05	5.33696314195169e-05	2.44948138576156e-05	2.55557273257133e-05
BAC0542|cnrA|tr|B0B0H8|B0B0H8_9BRAD	0	0	0	0	7.51074789472823e-06	0	0	0	0	0	0	0	3.22509576059782e-05	0.000129620370456502	3.49930647434342e-05	7.19683920002362e-05	0.000141213347884963	8.76034996187083e-05	0.00013671409757736	6.35136447417998e-05	1.31307502409388e-05	2.55956395583397e-05	5.41544881371824e-05	3.67689546216895e-05
BAC0543|cnrA|tr|A9DF56|A9DF56_9BRAD	8.79031267069534e-05	1.94821049928727e-05	2.29747444655515e-05	0.000114972212845489	7.49098276868947e-05	2.72965507228498e-05	4.34194206652547e-05	1.08866401858941e-05	1.08673415425574e-05	3.74590225114054e-05	3.80345529250285e-05	5.23061971364504e-05	0.000324384631734549	0.000770993296403836	0.000239033508431253	0.000382857232569784	0.000961636908909872	0.000299906443320073	0.000150419771519953	0.000179899904739862	0	0.000281552035141737	0.000246914169688412	0.000142882867521127
BAC0544|cnrA|tr|A9DF42|A9DF42_9BRAD	4.60599409313187e-05	0	0	1.530880007997e-05	2.82641302354246e-05	2.33970434767284e-05	1.42707186801886e-05	1.40380360291792e-05	0	8.07450040801406e-05	0	1.12084708149537e-05	7.95023606100859e-05	0.000132453602597627	0.000240834622057753	9.68102735028558e-05	7.53715415091521e-05	4.05201854913895e-05	0	7.98077211415286e-05	2.93714150126264e-05	3.36784731030786e-05	6.81664885642855e-05	3.16083995870664e-05
BAC0546|cnrA|tr|A9DF47|A9DF47_9BRAD	7.36310323338687e-05	0.000133193983114538	1.07215474172574e-05	4.03027593942069e-05	5.67259117312369e-05	5.01365217358466e-05	2.94523342974105e-05	2.37787140902423e-05	3.88936434154684e-05	0	5.34991513670731e-05	1.3507644315457e-05	8.70025833091506e-05	0.000121828982068406	5.91794477278666e-05	0.000255359928975457	0.000145545045672845	0.00015894185435707	0.000286105943551619	0.000218473636624934	1.72773029486037e-05	0.00010709754446779	0.000121942273987222	7.32153745537151e-05
BAC0547|chrC|sp|P17550|SODM_RALME	0.00197214394973534	0.0011356737188345	0.000914698049706668	0.00190532631166235	0.000918370026843723	0.000805057371241319	0.000196790729137756	9.99139363253628e-05	5.73707370774602e-05	8.86340052114202e-05	6.44977078663952e-05	2.17312744057724e-05	0.000742468746132387	0.000392941972384959	0.00241131368262206	0.000927361010886086	0.000419114848706939	0.00208105786002078	0.000462653460498681	0.000329439791026858	5.33228436180257e-05	0.000185016196604446	8.23995591037657e-05	0.000165740262457159
BAC0548|chrA1|sp|P17551|CHRA1_RALME	0.000156148554623683	0.000100673571813136	5.74769667028461e-05	0.00016318998572702	7.3271934574007e-05	1.05579818562603e-05	0.00112146178111122	0.000929789658569825	0.000891935024560219	0.00202129674301056	0.00116730879023992	0.000852551881505835	0.000864549361255381	0.000823177581791209	0.000888311550532605	0.00079319103643629	0.000979581588124909	0.000806902615510456	0.00106059358348578	0.00112106297296944	0.00078692815409038	0.00100186822570499	0.000687595691242518	0.00067143839994121
BAC0549|nccA|sp|Q44586|NCCA_ALCXX	0.000245693212325299	0.000311382597910513	0.000301254794716161	0.000306468681792114	0.000324609498230894	0.000332168435084111	0.000295270571936083	0.000171029522028209	0.000157879445161019	0.000303855955261456	0.000222473933821532	0.000263892125754795	0.000625747204425909	0.000607954742193526	0.000712119963077514	0.000712999481955353	0.00047888287797128	0.00065834534370711	0.000458859849542707	0.000534009581933118	0.000376837887955568	0.000532750876903881	0.000476765599984029	0.000351195913536534
BAC0560|marA|sp|P0ACH5|MARA_ECOLI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13566936722483e-05	0	0	0.000145917741175839
BAC0562|oprN|tr|P95423|P95423_PSEAI	0	0	0	9.8599051362519e-06	0	0	9.77798971956666e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAC0563|acrD|tr|Q8ZN77|Q8ZN77_SALTY	0.00177692642182759	0.00146207843680359	0.0017303278755585	0.00145863493244594	0.00150464109030127	0.00181671590870384	0.000477008997881937	0.000251621014441185	0.000219820015618788	0.000347129105214447	0.000353857935609214	0.000244328755791191	0.000432157479784335	0.000592612713923561	0.000805731741357753	0.000506774946312899	0.000640894111434365	0.000636175772754922	9.24108700160143e-05	0.000128969893046262	8.41786187095096e-05	0.000168136448092006	6.53895787869211e-05	7.88564658424663e-05
BAC0564|actP/yjcG|sp|P32705|ACTP_ECOLI	0.00518900170381183	0.00893943061238255	0.00175067459831168	0.00453761916874653	0.0100194744993615	0.00134631730684669	0.00715920968588217	0.0079123069713902	0.0143752956387429	0.00752969868931226	0.00893681884947064	0.015493363828725	0.00448018767200598	0.00574574317506013	0.00268184178627399	0.00530589370565176	0.00611189460204751	0.00406006457996846	0.00671083720192382	0.00428462312102032	0.00346824012921322	0.00631191268846314	0.00319017510949865	0.0034826696545134
BAC0565|actR|sp|A6UEL7|ACTR_SINMW	0.00172867566315719	0.00160929647251877	0.000850039228221437	0.00150641427153425	0.00172669771188082	0.000347865910032497	0.00229761387958058	0.00440807917465129	0.00170650872552818	0.00215032810738325	0.00315620863293852	0.00169513084599995	0.00391372445500886	0.0050518281590998	0.0035396471754212	0.00318518416607754	0.00559723232345297	0.00326644352854793	0.00494935906320317	0.00520039178105039	0.00295915670378271	0.0054114987222931	0.00433204671883913	0.00330945862354396
BAC0566|actS|tr|Q52912|Q52912_9RHIZ	9.79240067420549e-06	5.21995901699027e-05	3.44108258908214e-05	1.052863320766e-05	4.57930125683199e-05	1.83821047616571e-05	1.79065929053755e-05	1.93093294752116e-05	3.37314250189309e-05	1.43184398083114e-05	1.37917846913384e-05	0	2.07996938037804e-05	0.000548259863983658	3.37808338631766e-05	0	0.000706468897048541	0	1.17875126471627e-05	0	5.87093128555603e-05	0	5.05170179557753e-05	4.25715995004011e-05
BAC0567|actA|sp|Q52910|LNT_SINMW	0	0	0	0	0	0	0	0	0	0	0	0	1.05200863771439e-05	0	0	0	0	0	9.80820357473663e-06	0	7.91306982504789e-06	0	0	0
BAC0568|actP|sp|Q9X5V3|ATCU_RHILV	0.00315085757201176	0.00309774215508697	0.00142371659449246	0.00291458690550646	0.00286355077879389	0.00141672072395898	0.00478390507234214	0.00566136357367379	0.00955147575901193	0.00575365042889045	0.006205416503849	0.0102875739130856	0.00514330134916561	0.00564160864998363	0.00599771877846497	0.00516927287598261	0.00478163396695486	0.00567705774981853	0.00330237969193605	0.00450853207189478	0.00442579665433708	0.00336450268953072	0.00431221440813926	0.00440166504252799
BAC0569|hmrR|sp|Q9X5V4|HMMR_RHILV	0	0	0	2.7977734302138e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAC0570|actP|tr|D5AU53|D5AU53_RHOCB	0.00150935227514227	0.00271153609927543	0.000440551728357058	0.00134967380296879	0.00325009553908501	0.000506820685623976	0.00258820371074294	0.0027492026534048	0.00434961893725849	0.0026979681562391	0.00290302076103484	0.00519946194862098	0.00276959947723256	0.00240824731995686	0.00158753526582485	0.00283792041831143	0.00266211209154323	0.00194418172174131	0.00336422308251553	0.00423659746344868	0.00131755520747918	0.0035163113103595	0.00242620464431719	0.00115365097549867
BAC0571|arsA|sp|O50593|ARSA_ACIMA	1.64063433211259e-05	0.000112783022203987	3.94007891364244e-05	0	5.34899232571382e-05	0	0.000431439121005374	0.000604871438939075	0.000916659327095713	0.000447732054241908	0.000782413618084918	0.00119723445905626	0.000850234507876684	0.000284207687954227	0.000400088197403591	0.00131116809091639	0.00051431146867143	0.000331068700823519	0.000533858333494931	0.000327544759232773	0.000372796188658696	0.000525961855761423	0.000405408076146687	0.000533139330592365
BAC0572|arsA|sp|P08690|ARSA1_ECOLX	3.92399139226928e-05	6.09525892058315e-05	5.71045220929935e-05	6.25577794705564e-05	6.25595056205836e-05	5.7079383693778e-05	0.000595940128977698	0.000523006892498321	0.00128991429630355	0.000370035459274093	0.000605444298339806	0.00146983046369054	0.00265062758837821	0.000791681844223372	0.00107428108538248	0.00282749788950631	0.000971928963413773	0.00145238723089365	0.00116705576786777	0.000832820263946538	0.00131875075147076	0.00132623169773298	0.00107838943197129	0.00131283457873943
BAC0573|arsB|sp|P45946|ARSB_BACSU	0.00749129708999177	0.00383355978166229	0.0068140878718307	0.00902721131453864	0.00441267292497212	0.0066330392851482	0.00383382655506759	0.00273915418503813	0.00234759704120493	0.00408620435879586	0.00260914665419004	0.00238950576803465	0.00560659421849345	0.00520453280379714	0.00489619725537322	0.00551983059354671	0.00577010188707324	0.00670086361798876	0.00619258791558778	0.00431589084342014	0.00482968727937237	0.00529193546660517	0.005559303308339	0.00544350558248967
BAC0578|arsB|tr|O50594|O50594_ACIMU	0	0	0	0	0	0	1.07580679432062e-05	0	0	0	0	0	1.30213656556256e-05	0	0	0	1.50407856056631e-05	0	1.18974195249917e-05	2.3564051308299e-05	8.08046168673159e-05	0	0	3.38262954717019e-05
BAC0579|arsB|sp|P74311|Y944_SYNY3	0.00059756476597072	0.000483158695273766	0.00020444389957602	0.000708980085591988	0.000569169574142538	0.000240981111725996	0.000240521186701838	7.25397017086205e-05	0.000131202577787951	0.000229600878335066	0.000116112714292114	5.20105462359287e-05	0.000341712496108615	0.000310900993282589	0.000437663221366429	0.000326214232602361	0.000500604021322093	0.000481074572335679	0.000202342983657951	0.00033098324872377	0.000244924490133857	0.000110669397150419	0.000293074372069252	0.000310536062357594
BAC0582|arsC|sp|P08692|ARSC1_ECOLX	0	0	4.5131160759438e-05	3.23326111979915e-05	5.62507076371135e-05	0	2.68402350429864e-05	2.47072685069936e-05	5.05601138433874e-05	0	3.69466657047429e-05	5.08101037416193e-05	0	0	0	0	8.96569278308916e-05	0	3.47210406545677e-05	0	0	0	3.91917021721849e-05	2.85111515742652e-05
BAC0583|arsC|sp|P52147|ARSC2_ECOLX	0.000125881528706511	0.000123440241448544	2.42167204075033e-05	8.89146807944765e-05	7.58532269651985e-05	7.98707583460895e-05	0.000278221948616322	0.000515146548370817	0.000267598651317441	0.000206393605515955	0.00061457624416182	0.000172878279803802	7.60022566838557e-05	0	2.10805112597075e-05	7.1675616383862e-05	0	2.64548928550316e-05	0.000634582423878163	0.000558503111402253	0.000247342359148465	0.000623734876045782	0.000389467540336088	0.000297628606677695
BAC0584|arsC|sp|O50595|ARSC_ACIMA	0.000131476263315689	0.000276883319360277	0.000108975241833765	0.000163683844189832	0.000395033378633365	0.000148331408357023	9.55774223481954e-05	0.000255102547334709	6.04255019103898e-05	4.39708116099208e-05	0.000122554793557196	2.78835935167423e-05	0.000115620454316929	0.000187837262803143	5.27012781492688e-05	0.000116571332140787	0.000133551465414766	0.000171033958458112	0.000143316635893322	0.00036707778310392	0.000109516044562724	0.000100204205930521	0.000300469716653418	0.000232261576239136
BAC0585|arsC|sp|P74984|ARSC_YEREN	9.09144373991468e-05	0.000214305974737056	0.000334080665621694	0.000502502665702117	0.000542052273594003	0.000225800038632554	0.000183953806026321	0.000210011782309446	8.87884926030218e-05	8.88389867220849e-05	0.000211767474161331	9.23256763109912e-05	0.000307243165317715	0.000109189953580689	0.000235214125634631	0.000555289115940909	0.000222274466914086	0.000389440632028722	0.000504563207809994	0.000333381189733052	3.50153339758369e-05	0.000238892635877837	0.00038783455274558	9.94413335395102e-05
BAC0591|arsR|sp|P52144|ARSR2_ECOLX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.190194258882e-05
BAC0595|arsH|tr|P74312|P74312_SYNY3	0.000664401893745788	0.000404851034605208	0.000148802983571922	0.000514074784536026	0.000526773230985599	0.000283620194156181	0.000464209587276732	0.00014501427509754	2.11016340632182e-05	0.000334132864446936	0.000115341313596608	0.000104333368362645	0.000864433434030456	0.00146860450499711	0.000744606852813029	0.000927278912056663	0.00185060222774731	0.000744933107918005	0.000470250987506038	0.00066935174793005	0.000519620757107444	0.000146118796701978	0.000548802737273976	0.000487872860676139
BAC0596|baeR|tr|D0ZNE3|D0ZNE3_SALT1	4.10863322861529e-05	0	0	1.97868844571041e-05	0	0	0	0	0	0	0	0	2.18506487966085e-05	0.000107214226273766	7.59383811858741e-05	4.53486111351742e-05	2.68854042701228e-05	1.51808018883234e-05	0	0	2.18845837348981e-05	0	2.30251250261587e-05	2.04271970120497e-05
BAC0597|baeS|tr|D0ZNE2|D0ZNE2_SALT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0995834187974e-05
BAC0598|modA|tr|Q72FN6|Q72FN6_DESVH	0	2.24662769055204e-05	0	0	1.09450303893437e-05	0	0	0	0	0	0	0	0	0	0	1.81655918969517e-05	0	0	0	0	0	0	0	0
BAC0599|modB|tr|Q72FN2|Q72FN2_DESVH	4.14742719043054e-05	5.13561734138124e-05	3.33062580711858e-05	0	2.2693418531711e-05	0	0	0	0	0	0	0	0.000216263932108997	0.000114131832088438	0.000129247295429549	0.000115347610349957	0.000162767727349644	5.3239844758559e-05	8.67280929654867e-05	0.000125386036277005	0	2.19705060586607e-05	2.37168669797342e-05	2.06200718336227e-05
BAC0600|modC|tr|Q72FN3|Q72FN3_DESVH	0	2.38870691208893e-05	0	0	2.32744124484859e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73681429781659e-05	0	0	0
BAC0601|tunR|tr|Q72FN4|Q72FN4_DESVH	0	2.9392356912324e-05	0	0	2.17681229306267e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAC0605|tupA|tr|Q93KD6|Q93KD6_EUBAC	0	0	0	0	1.89081765181969e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAC0608|modE|sp|P0A9G8|MODE_ECOLI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8711936194244e-05
BAC0610|modB|sp|P0AF01|MODB_ECOLI	0.000195922597626546	0.000172593983881248	0.000113186009415538	8.0460903084958e-05	7.13685040127887e-05	3.51271894160905e-05	7.65842897860906e-05	3.53696956257868e-05	1.70840303725792e-05	9.9454522650369e-05	7.49046524326105e-05	0	7.16877180948159e-05	9.16779483220156e-05	0.000210407824175265	0.000209506461210893	0.000299594594950197	3.59869289929063e-05	4.27569146925244e-05	0.000254269490588905	6.6513844015236e-05	8.36049711337909e-05	6.78688183085462e-05	3.72506439835457e-05
BAC0611|modC|sp|P09833|MODC_ECOLI	0	0	0	0	0	0	0	0	0	0	0	0	1.55459161398796e-05	1.52930143981218e-05	1.08885505602063e-05	0	0	0	1.47958980062078e-05	5.28423850588606e-05	7.10254217578055e-05	1.33795388600412e-05	0	0.000102507388642286
BAC0612|perO|tr|D5AQ60|D5AQ60_RHOCB	5.75070546687531e-05	0.000210453509685313	3.86061513723284e-05	6.28923628323956e-05	0.000256703477625535	6.9732364871818e-06	7.41536446578068e-05	2.88358738369228e-05	0	0.000135884965022887	1.00367105400833e-05	0	0.000566568083228978	0.000111643631564426	0	0.00034063954171165	0.000126814638834755	5.01531414125642e-05	0.000137600359434404	0.000524477565054798	6.03793826205188e-05	9.29186242790148e-05	0.000265853124251613	5.63584648991275e-05
BAC0613|cmeB|tr|Q8RTE4|Q8RTE4_CAMJU	0.000109226434139188	0.000140277272779136	7.23802633333529e-06	7.85387106143519e-05	0.000113354518226591	4.32331083583724e-05	7.56184595727964e-05	5.8787857003828e-05	4.0961518121947e-06	6.50890536458865e-05	4.67924668868018e-05	4.20041312591951e-06	6.45653786347947e-05	1.01451504745694e-05	2.54214323283184e-05	1.45229461092238e-05	0	4.46248846717199e-05	4.90768555405909e-06	1.44830550353633e-05	4.9492827831231e-06	9.64758721814343e-06	1.08483762142478e-05	9.2393783408348e-06
BAC0622|copA|sp|O29777|COPA_ARCFU	8.27858934123976e-05	3.54788339072154e-05	5.98435577234266e-05	0.000109034593157654	4.29719406912311e-05	8.6886675313366e-05	6.03880861606033e-05	4.07301165163798e-05	3.65488700635262e-05	6.16903924079486e-05	1.51714011339461e-05	4.23802876585312e-05	7.08976275035968e-06	0	8.36679364804967e-06	6.63031780227951e-06	1.6378558799953e-05	5.39474125384627e-06	2.47452192724717e-05	1.65968295707258e-05	6.34979563890177e-05	7.80603335784192e-05	8.60578366960283e-05	5.32936423538253e-05
BAC0629|copB|sp|O30085|COPB_ARCFU	0.00143823599348815	0.000824533851914856	0.000357763756715869	0.00114619399564735	0.000845122415285072	0.000513572370476759	0.00115433788385352	0.00134211762430854	0.00543379676944149	0.00145690866169641	0.00156726345442356	0.00596942746274445	0.00121025332654183	0.000683424866041977	0.00113758784131405	0.0012473885937803	0.000889532346427986	0.00115248373424646	0.00167536569210605	0.00154769918421672	0.00651056851076811	0.00201307850369852	0.00208327326867114	0.00747457782840916
BAC0641|corA|sp|P0A2R8|CORA_SALTY	4.18144445038822e-05	9.25639046832638e-05	2.30846096289592e-05	0.000162001985656392	9.2030429899961e-05	6.51140143050362e-05	7.18570849568559e-05	2.64586698188818e-05	2.64117667869748e-05	5.76584447770494e-05	9.69037239358496e-05	0	0.00014070038025334	5.042435937244e-05	0.000118814873589024	0.000285024982929163	0.000178773005919133	8.04335434589286e-05	0.000271285599291543	0.000219134491699788	0.00036034767749817	0.000251420459459135	0.000196369341599676	0.000168795876069191
BAC0642|mgtA|sp|P36640|ATMA_SALTY	0.000213612487681976	0.000402135895592961	0.000209667325545885	0.000278823964748976	0.000366844245288411	0.000105327457045063	0.000958961056862349	0.00266792687340522	0.0012412383537477	0.00111673107387094	0.00232399542486495	0.001006191734238	0.000248987437362299	0.000200166908453855	0.000455790715734748	0.000273950838795681	0.00028190804459355	0.000316214612662701	0.000293319656084042	0.000290493026665041	0.00201264413005681	0.000259248074284913	0.000365415371119136	0.00197590329093407
BAC0643|corB|tr|Q9X621|Q9X621_SALTM	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32399922765466e-05	0	0	2.90052010466128e-05	0	0	0	0	0	0	8.12048571968004e-05
BAC0644|corD|sp|Q56017|APAG_SALTY	0	0	0	0	0	0	0	0	0	0	0	0	0	4.30651285451109e-05	0	0	0	0	0	0	0	0	0	3.45137920715592e-05
BAC0646|mdtB|tr|D0ZND9|D0ZND9_SALT1	0.000199774389523671	0.00111233950105146	0.000126105819622027	0.000168401607410308	0.00134338392344785	0.00015306637234226	0.000302917608593843	0.000175609880537076	8.36785298776916e-05	0.000190157366072001	0.000268659620585058	7.54394197415145e-05	0.000503588029623509	0.000418642739991415	0.000279485332935003	0.000412729314059925	0.000363902599084771	0.000304283325761559	0.000232864671697702	0.000268276724144985	0.000134438681312997	0.000265899317104137	0.000261578704023139	0.000239092484411807
BAC0647|mdtC|tr|D0ZNE0|D0ZNE0_SALT1	0.000321578638197585	0.000525530886610461	0.000114211898413112	0.000200044244733577	0.000648998894108212	7.99708470156961e-05	0.000339168538529936	0.000220024727967543	9.56664998171326e-05	0.000401782700714926	0.000388240369295774	8.7027974722755e-05	0.00033056537081063	0.000441879279491866	0.000234506900110683	0.000343456601341229	0.000448956410726291	0.000280618665927849	0.000230762939788983	0.000173113785241563	8.49787345027621e-05	0.000209654731820943	8.29218683934271e-05	0.000144113277633549
BAC0648|merA|sp|P08662|MERA_SERMA	0.0013995791138937	0.00338405719528726	0.000906274866902382	0.00157806425640675	0.00295113612496687	0.000936027062320545	0.000681646620370333	0.000694472977423642	0.000223394742666136	0.00102350354880535	0.000858210707242507	0.00017302780052266	0.00407116001264901	0.00394092736110096	0.00395588094773243	0.00469098587944863	0.00356118291876126	0.00548243816766879	0.00368012838729153	0.00148030599747498	0.0010248836014145	0.00355601333237908	0.00107492295638425	0.000966437334810089
BAC0650|merA|tr|O08449|O08449_9PSED	0.000947772870044162	0.00152413354651748	0.000797175628704339	0.000829254765409294	0.00197365030794335	0.000695704205145335	0.000270423795539835	7.95930108494188e-05	0.000111232683908355	0.000162107376154806	0.00014112869279785	2.30321422721773e-05	0.0043279211246783	0.003197339816148	0.00325526303925688	0.00438356353424143	0.00262719221784959	0.00447686916847217	0.00252755751309815	0.000927574238959402	0.000707814360966742	0.00216226924831331	0.00100942309978476	0.000652234297565764
BAC0652|merA|tr|O66017|O66017_PSEST	0.00284150437534951	0.00551492474141579	0.00158264273390442	0.00302826098211099	0.00627400485101447	0.00165833223559884	0.00203546442450618	0.00166128964890199	0.0007272789142135	0.00204632949532142	0.00221076183453343	0.000735079784403341	0.00804872026865635	0.00794785754709101	0.0087989597144834	0.00868032697175649	0.00794232927105862	0.0108987874662052	0.00636100605232532	0.00243732685526393	0.00222338008357801	0.00598180590234368	0.0021576306998666	0.00194108620334395
BAC0653|merA|tr|Q934S5|Q934S5_THIFE	0.00121890427213624	0.00419878485278013	0.000847287499809208	0.00105505639572129	0.00507747940595784	0.000998773436006583	0.000691624702586937	0.000735022553760791	0.000267158702405645	0.000798343750947704	0.000675771865055038	0.00028760124036545	0.00643551137000531	0.004999233071678	0.00703407483405903	0.00666742162699155	0.0044137441519614	0.00912453403992221	0.00422898568299967	0.00160844272912259	0.000977937156734406	0.00405413069559639	0.00149581372723319	0.00104401150394396
BAC0659|merB|sp|P08664|MERB_SERMA	0	5.70134762979716e-05	1.79366768112608e-05	0	4.1946818430935e-05	0	0	0	0	0	0	0	0	2.28529573647405e-05	0	0	0	0	0	0	0	0	0	0
BAC0678|merP|tr|O66016|O66016_PSEST	0.00345883708107428	0.00318375782082225	0.0013107330161221	0.00213541796567394	0.00401783744522385	0.00144971068759417	0.000812480028407913	0.000772353286155298	7.7385025489859e-05	0.000923239126747528	0.000540356126376495	0.000262105779057378	0.00888098897195362	0.00660647466472251	0.00893338786773331	0.00797907745059706	0.00583749114109938	0.0126184159871734	0.00669963464674235	0.0016974196045281	0.00145679180695075	0.00579642791228863	0.00128409351107423	0.00082750350621121
BAC0679|merP|tr|O66047|O66047_PSEST	0.00052771104589072	0.00383857325914739	0.000183349120667698	0.00044983633587755	0.00503533744573164	0.000247511580808761	0.000281984329459925	0.000412495992977613	4.68131635679394e-05	0.000207172635369551	6.98134530202191e-05	0	0.00278118148084879	0.000954768097140233	0.00143460255472404	0.00223336062015794	0.000635264901076507	0.00108195982061206	0.00264986403676893	0.000727624241469834	0.000341688094181793	0.00215903438736061	0.000431404815050555	0.000443921151769556
BAC0684|merR2|tr|Q7DKL2|Q7DKL2_9PSED	0.00771943706436335	0.00768690529018102	0.00350617291649961	0.00666883962485933	0.00789254424604358	0.00358516363422573	0.00306783341008102	0.00212410446293666	0.00113865589718129	0.00335739206827842	0.00267974091261651	0.00105631055865485	0.0104138925460358	0.00763658373194032	0.0100615639106291	0.0127454276806104	0.00730935497724802	0.0168790034963862	0.00820863269475071	0.0035486724893695	0.00148304529110159	0.007869237184214	0.00272463979476211	0.0013563658816001
BAC0687|merR|tr|Q79BG7|Q79BG7_PSEST	0.00138255508142904	0.00146888886851024	0.000502267623451835	0.00125119066050422	0.00143705643052467	0.000786183988676365	0.00128200309656541	0.00127555134178059	0.00049446404018636	0.000801345607503251	0.00146119557171318	0.000119525089060888	0.002833459131995	0.0031618477190499	0.00594416098223906	0.00278415792853706	0.00262727096830146	0.00573978890444227	0.00208760256935588	0.00118359284215173	0.000801705250821766	0.00180804753880161	0.000865840639004508	0.00051612717783779
BAC0688|merR2|tr|Q79B70|Q79B70_PSEST	0.000865552066828287	0.000695833641139994	0.000287779947342575	0.000633180302627333	0.00103439689061285	0.000339288078882769	0.0010377815066697	0.000734243399204189	0.000467899427526775	0.000606281216203117	0.000828540242656208	0.000174737186038252	0.00161108950366298	0.00123812244567194	0.00196527226845846	0.00169208933385327	0.00164878856799427	0.00104036685956883	0.00096206216813698	0.000687972114655214	0.000706142568512711	0.00137363265629757	0.000582023993716788	0.000564471544099641
BAC0690|merT|tr|Q934S7|Q934S7_THIFE	0.00560275895375242	0.00907868834695311	0.00224648987952662	0.00506244027303207	0.0121990085288789	0.00288552010575803	0.0037335466732251	0.00258050912544261	0.00124562218232623	0.00254692648845747	0.00232761663410084	0.00086841368750907	0.0149904623430886	0.0111598083109141	0.0132663464092131	0.0153776789314532	0.0116415124893783	0.0223643872547881	0.0141096132363419	0.00408193560385717	0.00197142367410509	0.0105948295606314	0.00342002503621305	0.00236758257230695
BAC0691|merT|tr|Q52397|Q52397_PSEST	0.00145870647316631	0.00317800980812659	0.00032914622415935	0.000686127276209101	0.00292763773110372	0.000321911046455677	0.000876890118050738	0.000979046813959025	0.000316277112479945	0.00126964558139807	0.000780983840053599	0.000185281671402629	0.00186926239930207	0.00190266192925598	0.00217464507317843	0.00176447903565361	0.00240549633983351	0.00297558673466201	0.00259420051166498	0.00111808782659025	0.000526135578619687	0.00223476411592125	0.00110758791074108	0.000322045326686522
BAC0693|merT|tr|Q79F00|Q79F00_9PSED	0.00265814402190621	0.00310402990767512	0.000854977387145628	0.00231301856239942	0.00275204162515111	0.00102558961512523	0.000948505463445081	0.000590130978352603	0.000390474823701544	0.00154233578358838	0.000973765264807362	0.000442115207777818	0.00731194124648129	0.00573397336533826	0.00879635503243801	0.00907227528044147	0.00527529093497231	0.0102474151859948	0.00620488942042403	0.00218998808123251	0.00168164159982231	0.00600085356403972	0.0017655904061007	0.00113941496161006
BAC0698|ncrA|tr|Q1KLR2|Q1KLR2_SERMA	0.000368863960969017	3.8890581471033e-05	5.46099275856072e-05	0.000252832412507442	0.00011711203198817	9.64354331659865e-05	9.16632214044266e-05	0	7.76813673227248e-05	0.000205315522975065	4.08828873728125e-05	4.40887807365034e-05	7.30993927132918e-05	0.0001330832097401	2.67975212577715e-05	0	5.70019342235031e-05	5.98396688190525e-05	1.20559168939471e-05	9.14956111667308e-05	0	2.3699666257722e-05	2.53169777486698e-05	2.22429478575653e-05
